PL_Code,Description,Active_Months,Months_With_Demand,Months_Without_Demand,Mean_Monthly_Demand,Demand_Variance,Std_Deviation,CV,CV2,ADI,Intermittency_Pct,Demand_Class
564680670969,Colour Light Signal Unit 2 Aspect Aluminium,52,3,49,0.0769,0.1116,0.3341,4.3431,0.125,17.3333,94.23,Intermittent
564680710025,LED MULTI LAMP ROUTE INDICATOR,50,2,48,0.06,0.0984,0.3136,5.2273,0.1111,25.0,96.0,Intermittent
564681260258,A Marker Board With Clamp,31,2,29,0.9032,13.8903,3.727,4.1263,0.1276,15.5,93.55,Intermittent
564681480600,"Non-Metallic (FRP) Route Indicator for Railway Signalling - 1way without lenses, lamps or transforme....",44,5,39,0.5,2.3023,1.5173,3.0347,0.1364,8.8,88.64,Intermittent
564681510184,Double Digit Multi Lamp Route Indicator (LED Type),29,4,25,0.3103,0.7931,0.8906,2.8696,0.2346,7.25,86.21,Intermittent
564682030017,"SIGNALS, COLOUR LIGHT, MULTI UNIT TYPE, SEARCH LIGHT TYPE.",53,8,45,1.4528,28.9833,5.3836,3.7056,1.1845,6.625,84.91,Lumpy
564700410030,FRP Road warning Signal Unit,17,3,14,0.7647,3.1912,1.7864,2.336,0.0828,5.6667,82.35,Intermittent
564800570031,INVERTER 2 KVA SUITABLE FOR AMARARAJ MAKE IPS,40,7,33,0.375,0.7532,0.8679,2.3143,0.0889,5.7143,82.5,Intermittent
565000024089,DC MOTOR FRACTIONAL H.P. FOR LIFTING BARRIER GATE,46,5,41,0.2174,0.485,0.6964,3.2036,0.2,9.2,89.13,Intermittent
565000075590,Goods Warning Board,40,1,39,0.225,2.025,1.423,6.3246,0.0,40.0,97.5,Intermittent
565000075991,Calling On Board,30,1,29,0.3333,3.3333,1.8257,5.4772,0.0,30.0,96.67,Intermittent
565000077252,Galvanized stop board for ES Boom & EOLB Gate(with clamp),13,4,9,3.8462,60.9744,7.8086,2.0302,0.4784,3.25,69.23,Intermittent
565000077264,Stop Board for Emergency Sliding Boom (FRP),13,3,10,3.0769,45.7436,6.7634,2.1981,0.26,4.3333,76.92,Intermittent
56500026,APPRATUS CASE GRS TYPE,54,37,17,7.3148,99.05,9.9524,1.3606,0.9301,1.4595,31.48,Lumpy
565001250050,AC-DC/CLAMP METER,34,2,32,0.2059,1.0775,1.038,5.0419,0.5102,17.0,94.12,Lumpy
565001310082,SPD Life Tester,18,2,16,0.1111,0.1046,0.3234,2.9104,0.0,9.0,88.89,Intermittent
56500142,RELAY QNA1 ACI 8F/8B,54,48,6,119.5,13076.2547,114.3515,0.9569,0.6878,1.125,11.11,Erratic
565001664396,FUSE BASE & CARRIER 32 AMPS,54,6,48,1.463,32.1401,5.6692,3.8752,0.7488,9.0,88.89,Lumpy
56500350,BATTERY CHARGER 110V AC 24V DC 30 AMPS TO SPECN.IRS-S-86/2000.WITH AMENDMENT-4 or latest.,54,6,48,0.1111,0.1006,0.3172,2.855,0.0,9.0,88.89,Intermittent
56500361,Battery Charger 230V/24V 50 amps. As per RDSO Specn. No. IRS.S.86/2000 (Amndt.-4) or latest,49,4,45,0.102,0.1352,0.3677,3.6035,0.12,12.25,91.84,Intermittent
56500452,BATTERY CHARGER 230V AC 110V DC 30 AMPS SPECN.No.IRS-S-86/2000 WITH AMENDMENT - 4. OR LATEST.,51,3,48,0.1176,0.2659,0.5156,4.3829,0.1667,17.0,94.12,Intermittent
56500464,APPARATUS CASE HALF GRS TYPE,54,30,24,7.463,149.0835,12.21,1.6361,1.0151,1.8,44.44,Lumpy
56501006,PVC insulated armoured unscreened underground Railway signalling copper cable of size 24c x 1.5 sq.m....,52,36,16,7615.9038,155624954.0102,12474.9731,1.638,1.5141,1.4444,30.77,Lumpy
56501018,PVC INSULATED CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNSCREENED UNDERGROUND ARMOURED WITH GALVANISE....,53,44,9,6793.2846,112288452.1759,10596.6246,1.5599,1.8121,1.2045,16.98,Erratic
56502540,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL CAP 2 X....,53,34,19,75.0189,10962.865,104.7037,1.3957,0.8676,1.5588,35.85,Lumpy
56502576,"FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 CARTRIDGE TYPE WITH CYLINDER CAP 2 X 9/16"" ....",50,14,36,47.64,12162.5616,110.284,2.3149,0.7505,3.5714,72.0,Lumpy
565025904930,FUSE HRC 63 AMPS (BOLTED TYPE),49,7,42,26.8367,10227.8061,101.1326,3.7684,1.1302,7.0,85.71,Lumpy
56502606,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL C....,53,19,34,56.4151,20431.1321,142.9375,2.5337,1.6164,2.7895,64.15,Lumpy
56506740,SINGLE FILAMENT LAMP 12V24W DOULE POLE THREE PIN VERTICAL CAPDOWN OPERATING POSITION IRS:  S.57/76 O....,48,0,48,0.0,0.0,0.0,,,,100.0,Dead
56507069,LAMPS 110 V - 25 Watts 2 PIN TYPE BC TO IS.418/1963 (POSITION LIGHT SIGNAL) (Dimensions of Lamps : O....,49,2,47,1.4286,58.3333,7.6376,5.3463,0.1837,24.5,95.92,Intermittent
56507641,CHANNEL BOND PIN SINGLE GROOVE 7 mm DIA FOR 4 mm DIA BOND WIRE TO IRS-S-17-75 AND RDSO DRG NO.S.69m,54,53,1,4702.0,8699988.9811,2949.5744,0.6273,0.3605,1.0189,1.85,Smooth
56508116,RELAY QN1 8F/8B PLUG IN TYPE,54,47,7,62.2778,4053.4874,63.667,1.0223,0.7632,1.1489,12.96,Erratic
56509376,ARA TERMINAL BLOCK (SMALL) M6 PBT MAKE TO DRG  NO.SA.23741A/ALT-4 AND TO SPECN.IRS.S.75/91 (AMDT NO.....,54,48,6,1738.8889,3822569.4969,1955.1393,1.1244,0.9918,1.125,11.11,Erratic
56509388,TERMINAL BLOCK   MADE OF PBT 60MM TO RDSO DRG NO:SA23745 (ALT-5)TO SPECN IRS : S-75/2006 AMENDMENT .....,54,40,14,278.0,112317.0566,335.1374,1.2055,0.7973,1.35,25.93,Lumpy
565094315966,END Clamp for Modular Terminal Block,40,7,33,3.275,65.2301,8.0765,2.4661,0.2127,5.7143,82.5,Intermittent
565094316200,Electronic/ RFID Cable Route Marker,34,14,20,40.7941,11754.1684,108.4166,2.6577,2.2346,2.4286,58.82,Lumpy
565094320354,Electrical Operating Panel for Lifting barrier Gate(With Relay) PTJ Make,20,4,16,0.25,0.3026,0.5501,2.2005,0.12,5.0,80.0,Intermittent
565094341825,ELB LC Gate Counter Weight.,50,4,46,1.36,30.5616,5.5283,4.0649,0.3754,12.5,92.0,Intermittent
565094341898,MS Box for LC Gate Switch,35,1,34,1.2857,57.8571,7.6064,5.9161,0.0,35.0,97.14,Intermittent
565094395007,FRP Type Track Lead Junction Box.,54,41,13,37.5926,2393.8309,48.9268,1.3015,1.0216,1.3171,24.07,Erratic
565094396371,SIEMENS AFTC TUNING UNIT BOX,43,0,43,0.0,0.0,0.0,,,,100.0,Dead
565094396486,Siemens AFTC Tuning Unit - RX (F9) D13- B9,42,1,41,0.2381,2.381,1.543,6.4807,0.0,42.0,97.62,Intermittent
565094396498,Siemens AFTC Receiver - II Module B39-A3,42,1,41,0.0238,0.0238,0.1543,6.4807,0.0,42.0,97.62,Intermittent
565094396504,Siemens AFTC Receiver -II Module B34-A3,42,1,41,0.0238,0.0238,0.1543,6.4807,0.0,42.0,97.62,Intermittent
565094398458,"Washer Spring 1/2, 3/4",15,1,14,0.3333,1.6667,1.291,3.873,0.0,15.0,93.33,Intermittent
565094399165,Non Metallic (FRP) colour light signal housing multiunit type for railway signalling suitable for RE....,9,3,6,1.0,3.0,1.7321,1.7321,0.2222,3.0,66.67,Intermittent
565094803572,AC to DC Converter to monitor 110VAC Analog inputs in the existing RTUs,54,6,48,0.9259,10.8623,3.2958,3.5595,0.4928,9.0,88.89,Lumpy
565094803584,AC to DC Converter to monitor 230VAC Analog inputs in the existing RTUs,54,9,45,1.8519,30.1663,5.4924,2.9659,0.6056,6.0,83.33,Lumpy
565094803845,REMOTE TERMINAL UNIT (RTU),47,1,46,0.1277,0.766,0.8752,6.8557,0.0,47.0,97.87,Intermittent
565094804369,Remote Terminal Unit(RTU) of 32 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,29,7,22,1.931,16.1379,4.0172,2.0803,0.25,4.1429,75.86,Intermittent
565094804370,Remote Terminal Unit(RTU) of 64 Digital & 16 Analog (Voltages) capacity as per RDSO specification no....,29,14,15,3.6552,52.3054,7.2322,1.9786,1.3076,2.0714,51.72,Lumpy
565094804382,Dual card Internal voice modems for RTUs  as per RDSO specification no. IRS-S-99/2006 Amd-3 or lates....,29,14,15,5.5862,94.4655,9.7193,1.7399,0.8938,2.0714,51.72,Lumpy
565094804400,Remote Terminal Unit with 128 digital &16 analog inputs with modems and power supply as per RDSO spe....,28,2,26,0.1786,0.4484,0.6696,3.75,0.04,14.0,92.86,Intermittent
565094804412,Monitoring at Central place for receiving RTU data through LTE communication,28,1,27,0.0357,0.0357,0.189,5.2915,0.0,28.0,96.43,Intermittent
565094804424,Local Report System (LRS),28,3,25,0.5357,2.7765,1.6663,3.1104,0.1067,9.3333,89.29,Intermittent
565094804436,"Power supply system involving SMPS charger working on 110v AC, of reputed make and 12V SMF cells wit....",28,14,14,5.7857,96.7672,9.837,1.7002,0.8938,2.0,50.0,Lumpy
565094804448,Remote Terminal Unit to monitor of 8 Digital and 8 Analog voltages (As per the specification enclose....,28,1,27,0.1786,0.8929,0.9449,5.2915,0.0,28.0,96.43,Intermittent
565094804450,"Modem for connecting Remote Terminal Unit of 8 Digital and 8 Analog voltages , through Quad cable wi....",28,1,27,0.1786,0.8929,0.9449,5.2915,0.0,28.0,96.43,Intermittent
565094804461,Wireless LTE/ 4G Modem for connecting RTU/IOT/Mini logger device with the Central Monitoring Unit at....,28,0,28,0.0,0.0,0.0,,,,100.0,Dead
565094815203,Auto Change Over Arrangement,43,6,37,0.6279,3.763,1.9398,3.0894,0.4403,7.1667,86.05,Intermittent
565094825567,Electrical Point Machine IRS Tool Kit,54,35,19,2.3704,8.0489,2.8371,1.1969,0.5594,1.5429,35.19,Lumpy
565094825890,Tool Kit for HASSDAC,28,1,27,0.0357,0.0357,0.189,5.2915,0.0,28.0,96.43,Intermittent
565094826808,Steel Ratchet Type Torque Wrench make Stanley,51,3,48,0.5882,8.0871,2.8438,4.8344,0.4067,17.0,94.12,Intermittent
565094828441,TOOL KIT (GKP MAKE),47,4,43,0.2128,0.5624,0.75,3.5248,0.12,11.75,91.49,Intermittent
565094828647,Special Spanner for maintenance of Electrical Point Machine Ground Connection,46,7,39,2.1957,75.272,8.6759,3.9514,1.4765,6.5714,84.78,Lumpy
56509935,BATTERY CHARGER 230V AC / 24V DC 20 AMPS TO RDSO SPECN.IRS.S.86/2000 AMENDMENT NO.4 OR LATEST.,53,14,39,0.6604,1.6901,1.3001,1.9686,0.2686,3.7857,73.58,Intermittent
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WITH GALVANI....,54,43,11,4655.963,68905799.6212,8300.9517,1.7829,2.2805,1.2558,20.37,Erratic
56509960,"Cable PVC insulated, armoured, unscreened, underground  aluminium  power cable of size 2c x 25 sq.m....",54,29,25,1694.0185,7192038.3959,2681.7976,1.5831,0.858,1.8621,46.3,Lumpy
565099653138,DATA LOGGER RTU (COMPLETSET)WITH 2 BATTERIES WITH OR WITHOUT CHARGER (32 DIGITAL INPUT 16 ANALOG INP....,49,5,44,0.3061,1.0502,1.0248,3.3476,0.2222,9.8,89.8,Intermittent
565099653266,Data Logger RTU 32 Digital input 16 Analog input with Batteries,44,3,41,0.0682,0.065,0.255,3.7396,0.0,14.6667,93.18,Intermittent
565099653278,DATA LOGGER RTU (COMPLETSET) 64 DIGITAL INPUT 16 ANALOG INPUT WITH BATTERIES,44,4,40,0.2045,0.5851,0.7649,3.7396,0.3333,11.0,90.91,Intermittent
565099653321,RTU 32 DIGITAL INPUT WITH OUT BATTERIES,40,1,39,0.05,0.1,0.3162,6.3246,0.0,40.0,97.5,Intermittent
565099653461,Dual Modem Card suitable for Efftronics make RTU as per Spec: IRS:S-99/2006 (Amdt-3),25,2,23,0.12,0.1933,0.4397,3.6641,0.1111,12.5,92.0,Intermittent
565099663624,M.S.Backing Plate 52/60KG/90R,40,0,40,0.0,0.0,0.0,,,,100.0,Dead
565099844813,Fuse HRC 20 Amps Bolted Type,45,3,42,1.7778,64.9495,8.0591,4.5333,0.4062,15.0,93.33,Intermittent
565099844825,HRC Fuse 32 Amps Bolted Type,51,11,40,19.6863,4150.4196,64.4238,3.2725,1.4803,4.6364,78.43,Lumpy
565099844849,FUSE ND 4 Amps,53,33,20,133.566,70474.7504,265.4708,1.9876,2.0359,1.6061,37.74,Lumpy
565099950054,AFTC LEU/ LINE SIDE CABINET ( Location Box ),32,1,31,0.0312,0.0312,0.1768,5.6569,0.0,32.0,96.88,Intermittent
565100012838,Transformer 400VAC/230VAC/ 3KVA,53,2,51,0.2264,1.9478,1.3956,6.164,0.4444,26.5,96.23,Intermittent
565100013193,ISOLATION TRANSFORMER 230V/230V/1KVA,51,1,50,0.0588,0.1765,0.4201,7.1414,0.0,51.0,98.04,Intermittent
565100013200,ISOLATION TRANSFORMER 230V/230V/2KVA,51,1,50,0.0392,0.0784,0.2801,7.1414,0.0,51.0,98.04,Intermittent
565100013211,ISOLATION TRANSFORMER 230V/230V/3KVA,51,6,45,0.2549,0.8737,0.9347,3.667,0.6686,8.5,88.24,Lumpy
565100013223,TRANSFORMER 230V/110V/2KVA,51,1,50,0.0392,0.0784,0.2801,7.1414,0.0,51.0,98.04,Intermittent
565100013235,TRANSFORMER 230V/110V/3KVA,51,10,41,0.5098,2.0949,1.4474,2.8391,0.7456,5.1,80.39,Lumpy
565100013247,ISOLATION TRANSFORMER 110V/110V/50VA,51,0,51,0.0,0.0,0.0,,,,100.0,Dead
565100013259,TRANSFORMER 110V/110V/500VA,51,5,46,0.5882,4.1671,2.0413,3.4703,0.2556,10.2,90.2,Intermittent
565100013661,TRANSFORMER 230V/24V/2KVA,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
565100013673,TRANSFORMER 400V/0-35-0V/400VA,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
565100013685,TRANSFORMER RECTIFIER 230V/24V/30AMPS,47,1,46,0.0213,0.0213,0.1459,6.8557,0.0,47.0,97.87,Intermittent
565100013697,TRANSFORMER RECTIFIER 230V/24V/20A,47,1,46,0.0426,0.0851,0.2917,6.8557,0.0,47.0,97.87,Intermittent
565100013703,TRANSFORMER RECTIFIER 230V/24V/5A,47,1,46,0.0213,0.0213,0.1459,6.8557,0.0,47.0,97.87,Intermittent
565100013995,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM HBL MAKE,41,0,41,0.0,0.0,0.0,,,,100.0,Dead
565100014987,Transformer of Capacity 230V AC/110V AC/1 KVA as per RDSO Specifications RDSO/SPN/165 /2012 Ver 3.0....,1,0,1,0.0,0.0,0.0,,,,100.0,Dead
565100920603,Revolving Chair with head rest,5,1,4,1.6,12.8,3.5777,2.2361,0.0,5.0,80.0,Intermittent
565100920627,Maintenance Table 2mtrX0.8Mtr,5,1,4,1.6,12.8,3.5777,2.2361,0.0,5.0,80.0,Intermittent
565172843959,Leased Line Modem for RTU,42,2,40,0.0714,0.1167,0.3417,4.7831,0.1111,21.0,95.24,Intermittent
565172844319,DATA LOGGER 512 DIGITAL INPUT/ 32 ANALOG INPUT RELEASED,37,3,34,0.1081,0.1547,0.3933,3.6377,0.125,12.3333,91.89,Intermittent
565172845385,Power supply Card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/2006 (Amdt-3) or....,26,1,25,0.0769,0.1538,0.3922,5.099,0.0,26.0,96.15,Intermittent
565172845397,Dual Modem E1 Converter suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amd....,26,2,24,0.1538,0.2954,0.5435,3.5327,0.0,13.0,92.31,Intermittent
565172845439,64 Digital input stack card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 ....,25,2,23,0.16,0.3067,0.5538,3.4611,0.0,12.5,92.0,Intermittent
565172845440,Analog protection strip PCB card suitable for M/s Efftronics make Data logger as per Spec:IRS:S-99/....,25,1,24,0.08,0.16,0.4,5.0,0.0,25.0,96.0,Intermittent
565172853060,FERRO RESONANT TYPE AUTOMATIC AC VOLTAGE STABILIZER 230V AC/ 5 KVA IRS:S-74/89(AMD.6),54,9,45,0.463,1.5741,1.2546,2.71,0.368,6.0,83.33,Intermittent
565197991932,Inlight High Visibility Warning Clothing Waist Coat Fluorescent Orange - Red (Type - 2),49,7,42,18.9184,11199.3265,105.8269,5.5939,3.5218,7.0,85.71,Lumpy
565198082125,AFTC ALSTOM COPPER SLEEVE 145 SQ MM,52,3,49,1.0577,32.6829,5.7169,5.4051,0.7107,17.3333,94.23,Lumpy
565198082137,AFTC Copper Lug 185 Sq mm,22,5,17,1.3182,7.4654,2.7323,2.0728,0.1593,4.4,77.27,Intermittent
565198092921,Step Down Transformer 500VA Suitable for Sukhila make IPS,31,1,30,0.0645,0.129,0.3592,5.5678,0.0,31.0,96.77,Intermittent
565198093123,Stage 1 Surge Protection Unit for Sukhila IPS,9,0,9,0.0,0.0,0.0,,,,100.0,Dead
565198200031,Siemens AFTC Tuning Unit -TX (F10) D13 - B25,43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
565198200043,Siemens AFTC Tuning Unit - RX (F11) D13- B11,43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
565198200055,Siemens AFTC Tuning Unit - TX (F10) D14- B10,43,4,39,0.093,0.0864,0.2939,3.1595,0.0,10.75,90.7,Intermittent
565198200067,Siemens AFTC Tuning Unit -TX (F6) D10-B22,43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
565198200079,Siemens AFTC Tuning Unit - TX (F9) D14- B9,42,2,40,0.0714,0.1167,0.3417,4.7831,0.1111,21.0,95.24,Intermittent
565198272730,DOUBLE BED DEMINERALISED-300 LTR PER HOUR CAPACITY WITH IN BUILT PREFILTERATIONS EXCHANGING TYPE WIT....,49,2,47,0.0816,0.1599,0.3998,4.8979,0.0,24.5,95.92,Intermittent
565198332774,Inverter 24V DC/110V AC/500 VA for on- line application as per RDSO specification IRS:S-82/92 (Amd-2....,54,6,48,0.5741,3.4567,1.8592,3.2386,0.2549,9.0,88.89,Intermittent
565198382364,"Retro Reflactive A"" Marker",23,6,17,4.3478,70.6008,8.4024,1.9326,0.1928,3.8333,73.91,Intermittent
565198460028,Supply of Inverter Module 2 KVA as per RDSO specification no. RDSO/SPN/165/2012  version 3.0 suitabl....,50,5,45,0.14,0.2045,0.4522,3.23,0.1224,10.0,90.0,Intermittent
565198460030,Supply of DSCA Module for M/S Statcon make IPS system as per RDSO Spec No RDSO/SPN/165/2012 or late....,21,2,19,0.1429,0.2286,0.4781,3.3466,0.1111,10.5,90.48,Intermittent
565198460089,Static Switch Module( Auto C/O Inv- CVT) Module for M/S Statcon make IPS system as per RDSO Spec No....,21,1,20,0.0476,0.0476,0.2182,4.5826,0.0,21.0,95.24,Intermittent
565198792645,Rotary Key Transmitter (RKT),54,38,16,7.9259,92.5604,9.6208,1.2138,0.7214,1.4211,29.63,Lumpy
565199032580,Supply of Power Supply arrangement for Maintenance VDU and Embedded PC.This shall typically consist....,29,1,28,0.0345,0.0345,0.1857,5.3852,0.0,29.0,96.55,Intermittent
565199280022,KEYS FOR GKP POINT MACHINE,54,9,45,2.4444,89.1572,9.4423,3.8628,1.6074,6.0,83.33,Lumpy
565199410343,Fault analysis terminal for analyzing IPS and ELD faults and generating reports by interfacing with ....,7,2,5,1.7143,9.9048,3.1472,1.8359,0.1111,3.5,71.43,Intermittent
565199470121,"IF Card, Line2B for Kyosan make EI",31,2,29,0.2581,1.2645,1.1245,4.3575,0.25,15.5,93.55,Intermittent
567900058715,RELAY QNA1K (6F-6B) WITH ACCESSORIES,49,16,33,4.7347,85.9906,9.2731,1.9585,0.5535,3.0625,67.35,Lumpy
567900117161,Siemens AFTC Tuning Unit - TX (F11) D13- B23,43,1,42,0.0233,0.0233,0.1525,6.5574,0.0,43.0,97.67,Intermittent
567900117173,Siemens AFTC Tuning Unit -TX (F9) D13 - B9,43,1,42,0.0465,0.093,0.305,6.5574,0.0,43.0,97.67,Intermittent
567900117185,Siemens AFTC Tuning Unit -RX (F10) D13 - B25,43,3,40,0.1163,0.2004,0.4477,3.8503,0.08,14.3333,93.02,Intermittent
567900117215,Siemens AFTC Tuning Unit - TX (F12) D14- B12,42,1,41,0.0238,0.0238,0.1543,6.4807,0.0,42.0,97.62,Intermittent
567900388272,Inverter 110V DC/ 110V AC/ 5KVA for on - line application as per RDSO specification IRS:S-82/92 (Amd....,52,4,48,0.2885,1.6995,1.3036,4.5193,0.6178,13.0,92.31,Lumpy
567900418914,Relay QNN1 6F/2B,53,7,46,2.3396,51.3055,7.1628,3.0615,0.3466,7.5714,86.79,Intermittent
567900444834,MAGNETIC COLLERS,47,1,46,0.2128,2.1277,1.4586,6.8557,0.0,47.0,97.87,Intermittent
567900616750,Laser Distance Meter,20,5,15,0.35,0.45,0.6708,1.9166,0.1224,4.0,75.0,Intermittent
567900698091,Microlok - II Power Supply PCB Ansaldo Male,43,2,41,0.1163,0.2957,0.5438,4.6764,0.04,21.5,95.35,Intermittent
567900698108,Microlok - II Non-Vital Input-Output PCB (Ansaldo Make),43,3,40,0.1628,0.3776,0.6145,3.7749,0.0408,14.3333,93.02,Intermittent
567900698169,Microlok - II Card File Ansaldo Make,15,1,14,0.1333,0.2667,0.5164,3.873,0.0,15.0,93.33,Intermittent
567900698170,Microlok - II Vital Input PCB 24V DC Ansaldo Make,15,1,14,0.2667,1.0667,1.0328,3.873,0.0,15.0,93.33,Intermittent
567900698182,Microlok - II COMM PCB Ansaldo Make,15,1,14,0.1333,0.2667,0.5164,3.873,0.0,15.0,93.33,Intermittent
567900698194,Microlok - II Rack Ansaldo Make,15,1,14,0.0667,0.0667,0.2582,3.873,0.0,15.0,93.33,Intermittent
567900778992,"Relay AC Immune, Plug-in type, style-QNAI DC neutral line, 24V DC, 12-4B contacts, Front and back m....",54,1,53,0.0741,0.2963,0.5443,7.3485,0.0,54.0,98.15,Intermittent
567900779194,RELAY QN1 (12F-4B) WITH ACESSORIES,52,13,39,12.4231,1228.092,35.0441,2.8209,1.2011,4.0,75.0,Lumpy
567900779911,RELAY SIEMENS ECR OFF,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
567900808704,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 110V AC/DC,50,9,41,1.42,17.9629,4.2383,2.9847,0.7514,5.5556,82.0,Lumpy
567900808716,INDICATIVE TYPE SURGE PROTECTION DEVICE CLASS-D FOR 24V DC,51,11,40,1.8824,20.7859,4.5592,2.4221,0.4562,4.6364,78.43,Intermittent
567901800040,2KVA AVR suitable for M/S Statcon make IPS conforming to RDSO Spec:No:RDSO/SPN/165/2012 Version 3 or....,16,1,15,0.125,0.25,0.5,4.0,0.0,16.0,93.75,Intermittent
567903070027,Protocol Converter to seamlessly interface with Datalogger and EI equipment,24,1,23,0.0417,0.0417,0.2041,4.899,0.0,24.0,95.83,Intermittent
567904138020,SMPS Based IPS for LC Gate,37,3,34,0.3243,1.2252,1.1069,3.4129,0.0,12.3333,91.89,Intermittent
567904397905,"KNOB RED , YELLOW, BLACK, WHITE AND BLUE",54,14,40,9.9815,1032.66,32.135,3.2195,1.8967,3.8571,74.07,Lumpy
567904517790,BOLT WITH NUT 12 X 65 MM,40,4,36,1.7437,54.3317,7.371,4.2271,0.8422,10.0,90.0,Lumpy
567904517807,BOLT WITH NUT 16/20 X 115MM,40,2,38,1.625,90.2404,9.4995,5.8458,0.716,20.0,95.0,Lumpy
567906940021,AFTC Clamp,46,4,42,1.5652,37.629,6.1342,3.9191,0.3935,11.5,91.3,Intermittent
567907000020,DC- DC CONVERTER FOR MICROLOK - II CARD FILE  110VDC/12VDC/10AMPS,53,1,52,0.1132,0.6792,0.8242,7.2801,0.0,53.0,98.11,Intermittent
567908369072,Operating Tool Screw Driver and Stripper,30,1,29,0.0333,0.0333,0.1826,5.4772,0.0,30.0,96.67,Intermittent
567908486994,DC DC CONVERTER ( 24-40V)/ 10Amp Statcon make,45,5,40,0.9556,12.4525,3.5288,3.6929,0.5928,9.0,88.89,Lumpy
567909490026,HOLE LOCK KEY GKP MAKE,54,4,50,0.2037,0.8445,0.919,4.5113,0.5537,13.5,92.59,Lumpy
567909900022,Collar Bush Large & Small for Ground Connection 220MM Stroke (Consisting of 4 Large & 4 Small bush),34,8,26,2.7941,39.6836,6.2995,2.2546,0.3961,4.25,76.47,Intermittent
567910410020,Electro Magnetic Counter,53,5,48,0.3774,1.9702,1.4037,3.7197,0.375,10.6,90.57,Intermittent
567912100021,GSM MODEM COMPATIBLE FOR 4G(LTE) MAKE QUECTEL,52,3,49,0.1538,0.4857,0.6969,4.5299,0.2187,17.3333,94.23,Intermittent
567912210185,Inverter 1.5 KVA Suitable for Sukhila make IPS,31,2,29,0.0968,0.157,0.3962,4.0943,0.1111,15.5,93.55,Intermittent
567912210197,AC Distribution Panel Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
567912210203,DC Distribution Panel Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
567912410010,BATTERY CHARGER 230VAC/24VDC/10AMPS,45,2,43,0.0444,0.0434,0.2084,4.6892,0.0,22.5,95.56,Intermittent
567912420015,Battery Charger  for Axle counter application 230V AC/24V DC /20Amps as per RDSO specification IRS: ....,53,7,46,0.566,2.9811,1.7266,3.0503,0.3378,7.5714,86.79,Intermittent
567912550075,FIRE ALARM RESETTABLE TYPE ANALOGUE LHS CABLE AS PER RDSO/SPN/217/2018-VER 2.0,54,8,46,185.0,736838.6415,858.3931,4.64,2.2786,6.75,85.19,Lumpy
567913080042,24 - 40 V/10A DC - DC Converter suitable for M/s Amara raja make IPS as per RDSO Spec. no. RDSO/SPN....,37,6,31,0.8919,5.5435,2.3545,2.6399,0.2617,6.1667,83.78,Intermittent
567913080091,"230/110V 1KVA Transformer suitable for Amara Raja make IPS as per RDSO/SPN/165/2012, Version 3.0.",17,2,15,0.4706,2.2647,1.5049,3.1979,0.25,8.5,88.24,Intermittent
567913080108,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Amararaja IPS  with all fitt....",17,3,14,0.9412,9.9338,3.1518,3.3488,1.0391,5.6667,82.35,Lumpy
567913080110,"110V DC/230V AC,  2 KVA Inverter  with Transformer module suitable for Statcon IPS  with all fittin....",16,3,13,0.375,0.7833,0.8851,2.3602,0.1667,5.3333,81.25,Intermittent
567913210030,CVT 1KVA Suitable for Sukhila make IPS,31,1,30,0.0645,0.129,0.3592,5.5678,0.0,31.0,96.77,Intermittent
567913220022,DC-DC Convertor 12V-28V/5AMPS Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
567913220034,DC-DC Convertor 3V-6V/0.1 AMPS Suitable for Sukhila make IPS,31,0,31,0.0,0.0,0.0,,,,100.0,Dead
567913440125,Integrated Power Supply System with complete accessories excluding Batteries and SPD,33,1,32,0.0303,0.0303,0.1741,5.7446,0.0,33.0,96.97,Intermittent
