PL_Code,Description,Business_Unit,Criticality,Criticality_Name,ABC_Class,Forecast_Method,Forecastability_Class,Forecast_2026_27,Current_Stock,Strategic_Stock,Operational_Stock,Lead_Time_Months,Pending_Supply,Unit_Cost,Inventory_Value,Supplier_Info,Procurement_History
539820980087,Nylon Rain Coat shirt with cap and pant,MAS,,,,SBA,Very Low,29.2197,,,,,,,,Yes,Yes
539820980099,"Polyester Rain coat with Cap, Pant and Reflective tape",MAS,,,,TSB,Very Low,514.8754,,,,,,,,Yes,Yes
539821090016,Thermo Shrink Cable Joint Kit for Quad Cable,MAS,,,,TSB,Very Low,7.5327,,,,,,,,Yes,Yes
539821091100,Thermo Shrinkable Cable Joint Kit for  6 Quad Cable,MAS,,,,TSB,Low,224.5679,,,,,,,,Yes,Yes
539821091215,Thermoshrink Jointing Kit for Underground PIJF Cable (TSF-2) As Per RDSO Specn No.RDSO/SPN/TC/57/ 20....,MAS,,,,SBA,Very Low,74.28,,,,,,,,Yes,Yes
539821910020,L Bracket Insulation (Sets) Nylon,MAS,,,,TSB,Low,493.1252,,,,,,,,Yes,Yes
539822000011,RAIL DEFLECTOR ASSEMBLY WITH HARDWARE,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539823791010,RELAY BASED EMERGENCY PANEL,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
539825241013,GI pipe 100 mm dia 4.5mm thick,MAS,,,,TSB,Medium,4904.082,,,,,,,,Yes,Yes
539825611059,C Marker Board With Clamp,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
539825640023,Fencing For Location Boxes,MAS,,,,TSB,Very Low,6.9407,,,,,,,,Yes,Yes
539825640047,Fencing arrangement for GRS Apparatus case (WS PTJ/PER Make),MAS,,,,SBA,Low,60.3772,,,,,,,,Yes,Yes
539825701012,LADDER SHOE,MAS,,,,TSB,Low,49.1705,,,,,,,,Yes,Yes
539827130024,Platform for CLS Ladder,MAS,,,,SBA,Very Low,15.1837,,,,,,,,Yes,Yes
539827750105,FIT & FORGET BOND WIRE 4 MTRS 4MM DIA,MAS,,,,SBA,Low,1200.477,,,,,,,,Yes,Yes
539827750129,FIT & FORGET BOND WIRE 5 MTRS 4MM DIA,MAS,,,,SBA,Very Low,570.0,,,,,,,,Yes,Yes
539828400035,Pedastal Cotter Pin for  LB Gate,MAS,,,,TSB,Very Low,18.6341,,,,,,,,Yes,Yes
539829410012,CEL MSDAC Reset panel,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539829420029,CEL MSDAC Central Evaluator Rack,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539829430011,CEL MSDAC Field unit,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539829440028,CEL MSDAC Center Evaluator unit,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539829480026,Supply of Transmitter Coil (Tx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make.,MAS,,,,TSB,Very Low,78.1819,,,,,,,,Yes,Yes
539829480038,Supply of Receiver Coil (Rx Coil) 21/25 KHz suitable for MSDAC of GG Tronics make as per RDSO Spec. ....,MAS,,,,TSB,Very Low,78.1819,,,,,,,,Yes,Yes
539829490019,CEL MSDAC PDCU,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539829500013,CEL MSDAC Power supply card,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539829520024,CEL MSDAC Surge arrestor protection devices (SPD),MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539829580021,110V DC Motor with Gear Box IP 67 Type 160V AC Immunity for Electric Point Machine (IRS Type) and as....,MAS,,,,TSB,Very Low,2.5605,,,,,,,,Yes,Yes
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,MAS,,,,SBA,Very Low,127.2655,,,,,,,,Yes,Yes
539829590180,230/110VAC 1KVA TRANSFORMER SUITABLE FOR IPS SYSTEM STATCON MAKE,MAS,,,,SBA,Very Low,12.4144,,,,,,,,Yes,Yes
539829900088,FRONT END PROCESSOR ( FEP ),MAS,,,,SBA,Very Low,0.6909,,,,,,,,,
539830190012,CEL MSDAC RX Coil 15 Metre,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539830200017,CEL MSDAC TX Coil 15 Metre,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539830210011,CEL MSDAC Line Verification box,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539830680131,MSDAC Siemens Make Station Master Room Card (SMR),MAS,,,,SES/Holt,Low,240.0,,,,,,,,Yes,Yes
539830920026,Siemens make AFTC Tuning unit D 10 - B 20 for F5 Frequency as per RDSO specification no. RDSO/SPN/14....,MAS,,,,SBA,Very Low,7.702,,,,,,,,Yes,Yes
539830920038,Siemens make AFTC Tuning unit D 10 - B 24 for F8 Frequency as per RDSO specification no. RDSO/SPN/14....,MAS,,,,SBA,Very Low,6.5138,,,,,,,,Yes,Yes
539830920040,Siemens make AFTC Tuning unit D 13 - B 23 for F9 Frequency as per RDSO specification no. RDSO/SPN/14....,MAS,,,,SBA,Very Low,7.447,,,,,,,,,
539830920051,Siemens make AFTC Tuning unit D 14 - B 9 for F9 Frequency as per RDSO specification no. RDSO/SPN/146....,MAS,,,,SBA,Very Low,8.4837,,,,,,,,,
539830920063,Siemens make AFTC Tuning unit D 13 - B 10 for F10 Frequency as per RDSO specification no. RDSO/SPN/1....,MAS,,,,SBA,Very Low,11.4948,,,,,,,,,
539830920075,Siemens make AFTC Tuning unit D 10 - B 23 for F7 Frequency as per RDSO specification no. RDSO/SPN/14....,MAS,,,,SBA,Very Low,14.9452,,,,,,,,Yes,Yes
539830920087,Siemens make AFTC Tuning unit D 13 - B 29 for F12 Frequency as per RDSO specification no. RDSO/SPN/1....,MAS,,,,SBA,Very Low,5.282,,,,,,,,Yes,Yes
539830920117,"Tuning Unit D13-B12, F-12 Frequency for SIEMENS make Audio Frequency Track Circuit AFTC as per RDSO ....",MAS,,,,SBA,Very Low,3.166,,,,,,,,Yes,Yes
539831440097,L-K7C Subrack with motherboard for Kyosan make EI,MAS,,,,SBA,Very Low,5.7,,,,,,,,Yes,Yes
539831871011,WiFi Router,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
539834880023,"Alstom S"" Bond 26.7 Mtrs Long",MAS,,,,SBA,Very Low,7.1337,,,,,,,,Yes,Yes
539834880035,"Alstom S"" Bond 28 Mtrs Long",MAS,,,,TSB,Very Low,2.5803,,,,,,,,Yes,Yes
539834880047,"Alstom S"" Bond 29.1 Mtrs Long",MAS,,,,TSB,Very Low,2.4504,,,,,,,,Yes,Yes
539834880059,"Alstom S"" Bond 30.5 Mtrs Long",MAS,,,,SBA,Very Low,17.7668,,,,,,,,Yes,Yes
539834880084,Siemens Alpha Bond 18 Mtrs,MAS,,,,TSB,Very Low,2.3989,,,,,,,,Yes,Yes
539834880096,"Siemens S"" Bond 11 Mtrs",MAS,,,,TSB,Very Low,3.0955,,,,,,,,,
539834880102,"Siemens S"" Bond 16 Mtrs",MAS,,,,SBA,Low,19.5291,,,,,,,,Yes,Yes
539834880114,Siemens AFTC Tuning Unit - TX (F11) D14- B11,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
539834880138,Siemens AFTC Equipotential Bond 21.5 Mtrs,MAS,,,,TSB,Very Low,2.0666,,,,,,,,Yes,Yes
539835220092,Calling on Signal Unit,MAS,,,,SBA,Very Low,14.9085,,,,,,,,Yes,Yes
539835220262,Calling on Signal Unit,MAS,,,,TSB,Low,47.6202,,,,,,,,Yes,Yes
539835790029,ALSTOM AFTC Short Circuit Bond 2.1 Mtrs,MAS,,,,SBA,Very Low,228.0,,,,,,,,,
539836000026,Retro reflective Arrow Marker,MAS,,,,TSB,Very Low,111.6569,,,,,,,,Yes,Yes
539836000038,Retro Reflective P Marker,MAS,,,,SBA,Very Low,116.7686,,,,,,,,Yes,Yes
539836000040,Retro Reflective G Marker,MAS,,,,TSB,Very Low,45.8834,,,,,,,,Yes,Yes
539836000051,Retro Reflective C marker,MAS,,,,TSB,Very Low,71.3274,,,,,,,,Yes,Yes
539836410034,EPOXY GEL COAT RED,MAS,,,,TSB,Low,366.8733,,,,,,,,Yes,Yes
539836631014,Metravi 4 digit Backlit LCD Hand Held True Rms Clamp Meter,MAS,,,,TSB,Very Low,16.2673,,,,,,,,Yes,Yes
539836631099,Digital AC/DC clamp meter capable of measuring low currents in mA range as well as high current upto....,MAS,,,,SBA,Low,14.4932,,,,,,,,Yes,Yes
539837611023,Electronic Gate Warning Bell 12V DC/110V AC,MAS,,,,SBA,Very Low,228.0,,,,,,,,Yes,Yes
539838080025,DIGITAL  EARTH RESISTANCE TESTER,MAS,,,,TSB,Very Low,4.9316,,,,,,,,Yes,Yes
539838080062,Digital Clamp on Ground Resistance Tester with Leakage Current Measurement,MAS,,,,TSB,Very Low,95.7721,,,,,,,,Yes,Yes
539839010020,EMPTY CABLE DRUM,MAS,,,,SBA,Very Low,122.4,,,,,,,,Yes,Yes
539841501071,FUSE RESETTABLE (PPTC) 4 AMPS,MAS,,,,SBA,Very Low,307.1459,,,,,,,,,
539841501083,FUSE RESETTABLE (PPTC) 6 AMPS,MAS,,,,TSB,Very Low,51.6018,,,,,,,,,
539843690030,Control Panel for Station,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
539844210026,CT Box Sheet Iron MS,MAS,,,,SBA,Medium,189.1817,,,,,,,,Yes,Yes
539844530070,Bridge Clamp Assembly (Galvanized),MAS,,,,TSB,Very Low,98.3838,,,,,,,,Yes,Yes
539844530094,MS clamp with GI coated - a) Angle 75x75x6x980 mm length b) Angle 50x50x6x350 mm - 2 Nos c) 25x25x6 ....,MAS,,,,SBA,Very Low,5700.0,,,,,,,,Yes,Yes
539845930018,Rod Roller Segment Arrangement,MAS,,,,SBA,Very Low,68.4,,,,,,,,,
539847770031,SC TYPE Rack/Wall mountable 24F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,MAS,,,,TSB,Very Low,5.2066,,,,,,,,Yes,Yes
539847770043,SC TYPE Rack/Wall mountable 48F Fibre management system (FMS) confirming to RDSO/SPN/TC/37/2020 Revi....,MAS,,,,SBA,Very Low,45.6,,,,,,,,Yes,Yes
539848730089,IPS/Charger Failure SMS Alert System,MAS,,,,TSB,Very Low,6.9296,,,,,,,,,
539849150019,EWS LOCK (1 KEY FOR 10 LOCKS),MAS,,,,TSB,Low,461.8265,,,,,,,,Yes,Yes
539849380013,TAPPER PIN FOR AFTC 12MM,MAS,,,,TSB,Low,1466.6041,,,,,,,,Yes,Yes
539849380025,AFTC S.S TAPPER PIN 18MM,MAS,,,,TSB,Very Low,876.8699,,,,,,,,,
539849560064,ABB AFTC LONG LEAD CABLE,MAS,,,,SBA,Very Low,11.4,,,,,,,,,
539849560076,ABB AFTC SHORT LEAD CABLE,MAS,,,,SBA,Very Low,11.4,,,,,,,,,
539849580026,ARROW INDICATOR,MAS,,,,SBA,Very Low,25.175,,,,,,,,,
539849980028,BATTERY CHARGER 230V/60V/10A,MAS,,,,SBA,Very Low,22.8,,,,,,,,,
539850100016,EXIDE 12 Volt Volt Lead Acid Battery,MAS,,,,TSB,Very Low,36.8589,,,,,,,,Yes,Yes
539850510024,FUSE HRC 50 AMPS (BOLTED TYPE),MAS,,,,TSB,Very Low,45.5908,,,,,,,,,
539850730012,Mushroom box.,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539850790021,LEVER LOCK CUM CIRCUIT CONTROLLER,MAS,,,,No Forecast,,,,,,,,,,,
539851050021,Octaganal Boom for EOLB Gaate (MFT Make),MAS,,,,SBA,Very Low,5.1254,,,,,,,,Yes,Yes
539851110029,Fuse block (without ND Fuse) PBT as RDSO specn. No. IRS:S-75/2006(Rev. 2) drg No. SA-23748 (Alt. 4).,MAS,,,,TSB,Medium,1341.4299,,,,,,,,Yes,Yes
539851170051,FUSE KE 10 AMPS,MAS,,,,TSB,Very Low,217.0479,,,,,,,,,
539851170063,FUSE KE 32 AMPS (NON BOLTED TYPE),MAS,,,,SBA,Very Low,61.9596,,,,,,,,,
539851240030,FUSE KE 2 AMPS,MAS,,,,TSB,Very Low,321.4532,,,,,,,,,
539851240041,FUSE KE 4 AMPS,MAS,,,,TSB,Very Low,164.3662,,,,,,,,,
539851240053,FUSE KE 6 AMPS,MAS,,,,SBA,Very Low,133.6974,,,,,,,,,
539852990062,"EOLB GATE COMPLETE SET (Consisting of Pedestal, Meeting post, Boom, Control panel and Counter weight....",MAS,,,,SBA,Very Low,17.195,,,,,,,,Yes,Yes
539853160036,FUSE HRC 36 AMPS (BOLTED TYPE),MAS,,,,TSB,Very Low,30.0142,,,,,,,,,
539859090172,Loop Card for Fire Alarm make Notofire,MAS,,,,SBA,Very Low,5.7,,,,,,,,Yes,Yes
539859140047,"Dial type Gram Tension Gauge, Range 50 To 500 gram.",MAS,,,,TSB,Very Low,2.9317,,,,,,,,Yes,Yes
539860410051,LAMP 12V/1.2W,MAS,,,,SBA,Very Low,680.597,,,,,,,,,
539861490030,Supply and installation of Earth leakage detector as per RDSO/SPN/256/2002 or latest with 6 digit co....,MAS,,,,SBA,Very Low,4.3135,,,,,,,,Yes,Yes
539863160010,ANNOUNCIATOR 10 WAY,MAS,,,,TSB,Very Low,4.5985,,,,,,,,Yes,Yes
539863330029,SLEEVES FOR PSC SLEEPER,MAS,,,,SBA,Very Low,570.0,,,,,,,,,
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,MAS,,,,TSB,Very Low,79.4243,,,,,,,,Yes,Yes
539864160028,"VRLA batteries 24V (2V X 12 no.of cells), 120 Ah, stackable single cell type with suitable housing t....",MAS,,,,SBA,Very Low,17.1456,,,,,,,,Yes,Yes
539867190019,Roller tressel 2 Way/4Way,MAS,,,,SBA,Very Low,45.6,,,,,,,,,
539868680020,Moxa Switch EDS -408A-SS-SC-TV2.1.1 Ansaldo,MAS,,,,SBA,Very Low,24.5538,,,,,,,,Yes,Yes
539868860021,"Alstom S"" Bond 24.2 Mtrs Long",MAS,,,,SBA,Very Low,4.7806,,,,,,,,Yes,Yes
539869590130,1 KVA Online UPS with Battery,MAS,,,,SBA,Very Low,7.6,,,,,,,,Yes,Yes
539870270020,Insulation for Rod joint,MAS,,,,No Forecast,,,,,,,,,,,
539873330026,TRANSFORMER 1:1 110V/110V/2KVA,MAS,,,,SBA,Very Low,0.456,,,,,,,,,
539874800040,Insulation Bushes for GI Plate,MAS,,,,No Forecast,,,,,,,,,,,
539874910026,Joint Screw 1 1/4 D.E,MAS,,,,SBA,Very Low,14.25,,,,,,,,,
539875640092,Datalogger with 512 Digital input and 32 Analog input as per  RDSO specification no.IRS:S-99/2006 Am....,MAS,,,,SBA,Very Low,3.849,,,,,,,,Yes,Yes
539880100195,MCOM(Part no.H001M214) for MSDAC G39 M/s G.G. Tronics make as per RDSO Spec RDSO/SPN/176/2013 ver 3....,MAS,,,,SBA,Very Low,39.9,,,,,,,,Yes,Yes
539880100201,Air-Termination System (External Lightning Protection Class-A) and Earthing & Bonding for MSDAC Hut-....,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
539880410093,Modular Terminal Block of 2.5 sqmm 2IN 2OUT Type Disconnect type,MAS,,,,TSB,Low,3991.6151,,,,,,,,Yes,Yes
539881210026,BOLT MS FOUNDATION 1 X 36,MAS,,,,SBA,Very Low,4.56,,,,,,,,,
539881380023,SIEMENS AFTC TUNING UNIT STAND,MAS,,,,No Forecast,,,,,,,,,,,
539882000027,Silane siloxine Alithatic Urethane resin Blend solvent Based high technology Membrane Radiant Heat r....,MAS,,,,TSB,Very Low,6.3605,,,,,,,,Yes,Yes
539882500050,RTU 64 DIGITAL INPUT WITH OUT BATTERIES,MAS,,,,SBA,Very Low,10.3636,,,,,,,,Yes,Yes
539882810086,48 PIN FEMALE CONNECTOR,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539882840017,48 PIN FEMALE CRIMP CONTACT,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
539883710233,EI Main Rack for Kyosan make,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
539883710245,Relay Rack for EI,MAS,,,,SBA,Very Low,12.3771,,,,,,,,Yes,Yes
539883712230,Kyosan L-K6DM Subrack with Mother Board,MAS,,,,SBA,Very Low,2.85,,,,,,,,Yes,Yes
539883712242,Kyosan EI CPU card  FS4D,MAS,,,,SBA,Very Low,8.55,,,,,,,,Yes,Yes
539884870153,Fonzel Almirah Steel Shelving cabinets,MAS,,,,SBA,Very Low,57.0,,,,,,,,Yes,Yes
539885010196,Digital Interface card suitable for M/s Efftronics make Data logger as per Spec: IRS:S-99/2006 (Amdt....,MAS,,,,SBA,Very Low,9.8455,,,,,,,,Yes,Yes
539885010214,GDT card suitable for M/s Efftronics make Data logger system as per Spec: IRS:S-99/2006 (Amdt-3),MAS,,,,SBA,Very Low,34.2,,,,,,,,Yes,Yes
539885010354,"UFSBI(Full set with all Accessories , 4 relays& 2 rest Box )",MAS,,,,SBA,Very Low,91.2,,,,,,,,Yes,Yes
539889350020,SM key for MSDAC,MAS,,,,SBA,Very Low,7.6,,,,,,,,Yes,Yes
539891040040,Lever frame Ground of sizes 1/2/4 way,MAS,,,,No Forecast,,,,,,,,,,,
539892130229,Tool Kit for installation and Maintenance of MSDAC as per OEM requirement comprising of   2) True RM....,MAS,,,,SBA,Very Low,22.8,,,,,,,,Yes,Yes
539894420030,SIEMENS AFTC FTGS 917ST COMPLET SET,MAS,,,,SBA,Very Low,3.8,,,,,,,,,
539896210050,RJI Complete Set 90R,MAS,,,,No Forecast,,,,,,,,,,,
539896390039,Supply of PVC indoor cable 1x24x1 mm dia having colour coding of insulation of inner core shall be s....,MAS,,,,TSB,Very Low,618.7518,,,,,,,,Yes,Yes
539896550020,DC-DC convertor Module 24-32V 10AMPS,MAS,,,,SBA,Very Low,19.2642,,,,,,,,Yes,Yes
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,MAS,,,,TSB,Low,157.48,,,,,,,,Yes,Yes
539896830106,Safety Fuse Terminal Block with IP67 Enclosure for 8 Channel ELD Specifications of Terminal Fuse Blo....,MAS,,,,TSB,Very Low,33.372,,,,,,,,Yes,Yes
539897071045,"High Density Polyethylene Pipes (HDPE) of 110mm outer dia, 10mm wall thickness as per specification....",MAS,,,,TSB,Low,8819.2013,,,,,,,,Yes,Yes
539897071501,"Half-cut DWC pipe 250/217 mm as per Drawing No. SK.9/11, IS Specification No. 14930 (Part II)",MAS,,,,SBA,Very Low,171.0,,,,,,,,,Yes
539897500850,GI pipe 80mm conforming to IS:1239 heavy class with coupler,MAS,,,,SBA,Very Low,1140.0,,,,,,,,Yes,Yes
539898330307,OFC Joint closure conforming to TEC Spec.for Optic Fibre Cable (24 Fibres),MAS,,,,SBA,Low,32.9101,,,,,,,,Yes,Yes
539898370044,Electrical Operating Lifting Barrier Gate With Operating Panel Consisting of Boom Assembly (9.76 Mtr....,MAS,,,,SES/Holt,Low,0.0,,,,,,,,Yes,Yes
539898480056,Multi Section Digital Axle Counter (MSDAC) Complete system as per RDSO/SPN/1 76/2013 VER 3 or latest....,MAS,,,,SBA,Very Low,57.7729,,,,,,,,Yes,Yes
542120120050,Adjustable Straight Crank as per RDSO Drg. No. S 3417/M,MAS,,,,SBA,Very Low,5.7,,,,,,,,Yes,Yes
542218881207,ELB ALUMINIUM TOP BOOM,MAS,,,,SBA,Very Low,1.7474,,,,,,,,,
542223081118,"Lifting Barrier Gate 8.5 Mtrs (Consisting of Pedestal Assembly, Meeting Post Assembly and Boom Assem....",MAS,,,,SBA,Very Low,7.9379,,,,,,,,Yes,Yes
542223081155,": Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post A....",MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
542223081167,"Lifting Barrier Gate 9.76Mtrs length Complete set (Consisting of Pedestal Assembly, Meeting Post Ass....",MAS,,,,TSB,Very Low,23.4517,,,,,,,,Yes,Yes
54253561,KEY LOCK HAND PLUNGER TYPE COMPLETE WITH KEY LOCKS TOWARDS 1 TO 8 TO DRAWING SA 3149/M ALT.1 AND TO ....,MAS,S3,Essential,C,SBA,Very Low,2.5515,2.0,2.0,,,43.0,6962.0,,,
542620470036,Galvenised Colour Light Signal Pole 140mm dia 4.6mtrs,MAS,,,,TSB,Low,77.1368,,,,,,,,Yes,Yes
542620470048,Galvenised Colour Light Signal Pole 140mm dia 3.6mtrs,MAS,,,,TSB,Very Low,3.8249,,,,,,,,,
542620470127,Galvanized Colour Light Signal Pole 140mm dia 3.6mtrs,MAS,,,,TSB,Low,25.1673,,,,,,,,Yes,Yes
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),MAS,,,,TSB,Low,51.1091,,,,,,,,Yes,Yes
543100020163,Surface base to suit CLS Signal pole 140MM dia,MAS,,,,Croston,Medium,84.266,,,,,,,,Yes,Yes
543500010409,Ladder with platform and shoes to suit CLS pole 4.6 mtrs,MAS,,,,TSB,Very Low,26.592,,,,,,,,Yes,Yes
543500010513,Ladder with platform and shoes to suit CLS pole 3.6 mtrs,MAS,,,,SBA,Very Low,59.5585,,,,,,,,Yes,Yes
543500011244,Ladder with platform and shoe to suit CLS pole 4.6mtrs (Galvanised),MAS,,,,SBA,Low,13.2,,,,,,,,Yes,Yes
543500011256,Ladder with platform and shoe to suit CLS pole 3.6mtrs (Galvanised),MAS,,,,No Forecast,,,,,,,,,,,
543500020713,CLS LADDER 4.6 Mtrs with clamp,MAS,,,,TSB,Very Low,3.242,,,,,,,,Yes,Yes
543600010201,Offset Bracket Large,MAS,,,,SBA,Medium,22.2911,,,,,,,,Yes,Yes
543600010754,Offset Bracket Small 90MM,MAS,,,,SBA,Very Low,18.455,,,,,,,,Yes,Yes
543600010766,Offset Bracket Small,MAS,,,,TSB,Very Low,1.6784,,,,,,,,Yes,Yes
54360031,LAMP 110V-75W-2PIN TYPE BC TO IS 418/1963,MAS,,,,SBA,Very Low,570.0,,,,,,,,,
54360092,COLOUR LIGHT SIGNAL ELECTIC LAMP FOR SIGNALLING 110V/25W/3PIN-SL33,MAS,,,,No Forecast,,,,,,,,,,,
544100020290,Colour Light Signal Post 4.5 mts Length,MAS,,,,TSB,Low,68.1261,,,,,,,,Yes,Yes
544100020642,Colour Light Signal Post 3.6 mts Length,MAS,,,,SBA,Very Low,61.696,,,,,,,,Yes,Yes
544100020678,Colour light Signal Post 4.6Mtrs with ladder platform and shoe.,MAS,,,,SBA,Very Low,11.4,,,,,,,,Yes,Yes
544100420024,Joint Solid 1 1/4 Inch (32mm),MAS,,,,SBA,Very Low,270.75,,,,,,,,,
545200100040,JOINT SCREW 1 1/4 S.E,MAS,,,,SBA,Low,0.2923,,,,,,,,,
545401070037,FIT & FORGET LEAD WIRE 2 MTRS 4MM DIA,MAS,,,,TSB,Low,933.0217,,,,,,,,Yes,Yes
545500010663,Pin Turned MS 1,MAS,,,,SBA,Very Low,105.2935,,,,,,,,Yes,Yes
549005510050,Bolt & Nut MS 1/2 x100mm,MAS,,,,SBA,Very Low,6.84,,,,,,,,,
549005641775,RDSO Boom Assembly 9.76 Mtrs for Electrical operated lifting Barrier gate (octagonal Type),MAS,,,,SBA,Low,41.1019,,,,,,,,Yes,Yes
549005791499,Solder soft A Grade,MAS,,,,SBA,Very Low,51.3,,,,,,,,Yes,Yes
549006091114,RAIL DEFLECTOR,MAS,,,,SBA,Very Low,74.0005,,,,,,,,Yes,Yes
549006110030,Earth Electrode with Acessoried As Per Drawing No. SG/SN/02/13,MAS,,,,TSB,Low,371.8684,,,,,,,,Yes,Yes
549006470022,Modified colour light signal Four aspect unit( FRP TYPE),MAS,,,,SBA,Very Low,14.25,,,,,,,,Yes,Yes
549006530948,SURGE PROTECTION DEVICE AS PER RDSO SPEC. No.RDSO/SPN/165/2012(Ver.3) or LATEST CONSIST OF STAGE 1(C....,MAS,,,,TSB,Very Low,7.1298,,,,,,,,Yes,Yes
549007060034,EMERGENCY SLIDING BARRIER LC GATE,MAS,,,,No Forecast,,,,,,,,,,,
549007060046,EMERGENCY SLIDING BOOM (PIPE),MAS,,,,SBA,Low,1.1122,,,,,,,,,
549007201092,CLS Ladder 4.5Mtrs with Platform and Clamps,MAS,,,,TSB,Very Low,12.7134,,,,,,,,Yes,Yes
549007601525,SM SLIDE OF SIZES,MAS,,,,No Forecast,,,,,,,,,,,
549007661170,A TYPE FOUNDATION,MAS,,,,SBA,Very Low,9.4283,,,,,,,,Yes,Yes
549008310204,"Data concentrator along with dual card modems, Power supply",MAS,,,,SBA,Very Low,5.4286,,,,,,,,Yes,Yes
549008310216,Dual Card RS232 to E1/OFC converter suitable to insert in the Datalogger Eurorack for inter-linking ....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
549012320014,Galvanised cable clamp assembly for wider prestressed concrete sleeper as per drg no. MAS/SK/12/2022....,MAS,,,,SBA,Low,2248.3081,,,,,,,,Yes,Yes
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,MAS,,,,Croston,Medium,441.1318,,,,,,,,Yes,Yes
549801610584,TRACK FEED BATTERY CHARGER 110V/2-8V/5AMPS,MAS,,,,SBA,Very Low,0.3562,,,,,,,,,
549801620085,RELAY JACKS  (Released),MAS,,,,SBA,Very Low,1140.0,,,,,,,,Yes,Yes
551200010789,E -TYPE LOCK,MAS,,,,TSB,Low,144.4473,,,,,,,,Yes,Yes
551200011083,Ward Spring for E Type LOCKS,MAS,,,,TSB,Very Low,73.7678,,,,,,,,,
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,MAS,,,,SBA,Very Low,449.4658,,,,,,,,Yes,Yes
553000050339,Lamp point indicator,MAS,,,,SBA,Very Low,4.3429,,,,,,,,,
553000110026,Lock rod near/far end sizes,MAS,,,,No Forecast,,,,,,,,,,,
555400100071,DATA CABLE CONNECTOR (TPWS),MAS,,,,SBA,Very Low,23.94,,,,,,,,Yes,Yes
555400100083,SPECIAL TYPE TLJB (TPWS),MAS,,,,SBA,Very Low,12.1937,,,,,,,,Yes,Yes
555400100095,TPWS LEU,MAS,,,,TSB,Very Low,0.6676,,,,,,,,Yes,Yes
555400100101,BAND - IT TAPE  3/4 (TPWS)(1 No = 30.48Mtrs),MAS,,,,SBA,Very Low,6.4204,,,,,,,,Yes,Yes
555400100113,TPWS - LEU ID MODULE ALONG WITH PFSK & PIND,MAS,,,,SBA,Very Low,11.4,,,,,,,,,
555400100125,"TPWS EUROBALISE (Fixed, Infill & Switchable)",MAS,,,,SBA,Very Low,7.2927,,,,,,,,Yes,Yes
555400100137,TPWS POWER SUPPLY FOR LEU (48V X 28V),MAS,,,,SBA,Very Low,10.4513,,,,,,,,Yes,Yes
555400100149,TPWS LEU LINE SIDE CABINET,MAS,,,,SBA,Very Low,4.2795,,,,,,,,Yes,Yes
555400100150,TPWS BALISE FIXING BASE,MAS,,,,SBA,Very Low,10.4203,,,,,,,,Yes,Yes
555400100162,TPWS POWER SUPPLY UNIT FAN,MAS,,,,SBA,Very Low,9.5874,,,,,,,,Yes,Yes
555400100174,BAND IT BUCKLE TPWS,MAS,,,,SBA,Very Low,81.1153,,,,,,,,Yes,Yes
555400100186,Track side testing tools along with necessary software tools  for analysing the Trackside Data infor....,MAS,,,,No Forecast,,,,,,,,,,Yes,Yes
